angle_elbow_L_mean,angle_elbow_L_std,angle_elbow_L_min,angle_elbow_L_max,angle_elbow_L_p10,angle_elbow_L_p90,angle_elbow_L_range,angle_elbow_R_mean,angle_elbow_R_std,angle_elbow_R_min,angle_elbow_R_max,angle_elbow_R_p10,angle_elbow_R_p90,angle_elbow_R_range,angle_shoulder_L_mean,angle_shoulder_L_std,angle_shoulder_L_min,angle_shoulder_L_max,angle_shoulder_L_p10,angle_shoulder_L_p90,angle_shoulder_L_range,angle_shoulder_R_mean,angle_shoulder_R_std,angle_shoulder_R_min,angle_shoulder_R_max,angle_shoulder_R_p10,angle_shoulder_R_p90,angle_shoulder_R_range,angle_hip_L_mean,angle_hip_L_std,angle_hip_L_min,angle_hip_L_max,angle_hip_L_p10,angle_hip_L_p90,angle_hip_L_range,angle_hip_R_mean,angle_hip_R_std,angle_hip_R_min,angle_hip_R_max,angle_hip_R_p10,angle_hip_R_p90,angle_hip_R_range,angle_knee_L_mean,angle_knee_L_std,angle_knee_L_min,angle_knee_L_max,angle_knee_L_p10,angle_knee_L_p90,angle_knee_L_range,angle_knee_R_mean,angle_knee_R_std,angle_knee_R_min,angle_knee_R_max,angle_knee_R_p10,angle_knee_R_p90,angle_knee_R_range,video,label,start,end
73.72791290283203,50.270992279052734,5.228434085845947,133.32666015625,12.695086574554447,129.73723907470702,128.0982208251953,105.6072998046875,29.28834342956543,58.23032760620117,139.88885498046875,62.67614555358887,136.73697052001953,81.65852355957031,172.9423065185547,2.356673240661621,168.09024047851562,179.30960083007812,169.19660034179688,174.64090270996093,11.2193603515625,176.58169555664062,2.2316393852233887,172.1028594970703,179.65965270996094,173.30649108886718,179.3203552246094,7.556793212890625,164.2404022216797,1.760118842124939,157.39279174804688,165.79580688476562,162.55300903320312,165.43775482177733,8.40301513671875,166.5349884033203,1.932520866394043,163.7041473388672,169.50787353515625,164.2579818725586,169.00234832763672,5.8037261962890625,27.78687286376953,7.605784893035889,14.055145263671875,37.88673400878906,17.574996948242188,36.59294166564941,23.831588745117188,10.340163230895996,6.879610061645508,1.808185338973999,25.615591049194336,2.8378058433532716,18.52107734680176,23.807405471801758,bicep_curl_01.mp4,bicep_curl,0,30
90.0953369140625,45.30834197998047,12.504905700683594,133.32666015625,14.939387607574464,131.18662872314454,120.8217544555664,115.76858520507812,21.470144271850586,70.83631896972656,139.88885498046875,81.96559982299804,136.73697052001953,69.05253601074219,173.99801635742188,1.8677754402160645,170.41964721679688,177.12335205078125,171.56666564941406,176.4408432006836,6.703704833984375,175.46810913085938,3.682767868041992,167.79635620117188,179.65965270996094,169.14225006103516,179.3203552246094,11.863296508789062,164.06797790527344,1.2204645872116089,162.08285522460938,165.79580688476562,162.7034713745117,165.43775482177733,3.71295166015625,166.6872100830078,1.9066271781921387,163.8146209716797,169.50787353515625,163.9223190307617,169.00234832763672,5.6932525634765625,31.02667999267578,5.597079277038574,20.01163101196289,37.88673400878906,24.305719947814943,36.72544364929199,17.875102996826172,14.949549674987793,10.644854545593262,1.808185338973999,46.53031539916992,3.318202567100525,26.411045646667493,44.722129821777344,bicep_curl_01.mp4,bicep_curl,15,45
72.71952056884766,45.897911071777344,12.504905700683594,132.33413696289062,13.528737831115723,129.41708984375,119.82923126220703,104.6355209350586,16.305377960205078,70.83631896972656,127.42598724365234,81.96559982299804,123.16415023803711,56.58966827392578,173.75851440429688,2.2287700176239014,169.6708221435547,177.12335205078125,170.60558624267577,176.4408432006836,7.4525299072265625,173.31951904296875,2.6034133434295654,167.79635620117188,176.4832000732422,169.14225006103516,176.09522705078126,8.686843872070312,164.32672119140625,1.4893641471862793,162.08285522460938,166.22630310058594,162.7034713745117,166.14703979492188,4.1434478759765625,166.97616577148438,2.0357658863067627,163.8146209716797,169.418701171875,163.9223190307617,169.16769409179688,5.6040802001953125,27.854148864746094,5.772216796875,16.628019332885742,36.712215423583984,21.616069793701172,36.050978088378905,20.084196090698242,18.58438491821289,11.391458511352539,4.824260711669922,46.53031539916992,5.657658100128174,33.61669158935547,41.7060546875,bicep_curl_01.mp4,bicep_curl,30,60
100.37319946289062,35.75475311279297,13.40375804901123,130.83795166015625,39.01989154815674,127.00584182739257,117.43419647216797,121.12120056152344,16.057781219482422,86.02037048339844,147.41053771972656,107.88302841186524,141.54740295410156,61.390167236328125,173.26699829101562,1.8741129636764526,169.6708221435547,176.53134155273438,170.94345703125,176.18089141845704,6.8605194091796875,174.46266174316406,1.7286406755447388,169.4550018310547,176.8895721435547,172.1757369995117,176.10643615722657,7.4345703125,164.68759155273438,1.6719127893447876,160.9825897216797,166.22630310058594,161.6213409423828,166.14703979492188,5.24371337890625,168.3673553466797,1.6903995275497437,164.81076049804688,171.0694580078125,165.3002166748047,170.2963394165039,6.258697509765625,30.55672264099121,7.019712924957275,16.628019332885742,38.73157501220703,21.02616653442383,38.09725761413574,22.10355567932129,14.919597625732422,9.158540725708008,4.628338813781738,35.42804718017578,4.9577656269073485,29.37005367279053,30.79970932006836,bicep_curl_01.mp4,bicep_curl,45,75
69.92556762695312,47.09718322753906,7.60003137588501,127.1246109008789,11.579469776153566,126.79636917114257,119.52458190917969,107.76165008544922,28.06026268005371,68.01508331298828,147.41053771972656,70.37562484741211,141.54740295410156,79.39545440673828,173.93409729003906,2.157270669937134,170.54942321777344,177.7289276123047,171.18303527832032,176.77003631591796,7.17950439453125,173.22702026367188,2.6631088256835938,168.11932373046875,176.8895721435547,168.89690704345702,175.86949310302734,8.770248413085938,163.16600036621094,1.5563621520996094,160.9825897216797,165.74468994140625,161.37758178710936,165.22223358154298,4.7621002197265625,166.72354125976562,2.011464834213257,164.81076049804688,171.0694580078125,165.28213958740236,170.2963394165039,6.258697509765625,28.34113311767578,7.127223968505859,18.28777503967285,38.73157501220703,21.088260650634766,38.09725761413574,20.44379997253418,17.30964469909668,6.5795464515686035,4.628338813781738,33.60139083862305,8.619072914123537,24.134418869018557,28.973052978515625,bicep_curl_01.mp4,bicep_curl,60,90
71.42520904541016,47.45927429199219,7.60003137588501,130.5167999267578,11.579469776153566,127.72832260131837,122.9167709350586,105.24766540527344,24.821496963500977,68.01508331298828,138.28775024414062,70.37562484741211,131.74488677978516,70.27266693115234,173.2085723876953,2.2374322414398193,170.4461212158203,177.7289276123047,170.7904083251953,176.77003631591796,7.282806396484375,174.97085571289062,3.9712178707122803,168.11932373046875,179.72445678710938,168.89690704345702,179.58779907226562,11.605133056640625,163.68789672851562,1.4036378860473633,161.38101196289062,165.97032165527344,161.58790283203126,165.56283111572264,4.5893096923828125,166.25755310058594,1.4186551570892334,163.6450653076172,168.63710021972656,165.01665954589845,168.15412139892578,4.992034912109375,25.786561965942383,6.207551002502441,14.389572143554688,35.25277328491211,18.270776176452635,34.58939208984375,20.863201141357422,18.96234703063965,8.093949317932129,8.126176834106445,35.05079650878906,8.54861135482788,28.303843498229988,26.924619674682617,bicep_curl_01.mp4,bicep_curl,75,105
109.9205093383789,24.538381576538086,38.697505950927734,130.5167999267578,77.21959457397462,129.61962280273437,91.81929016113281,124.64704132080078,9.506546974182129,102.56283569335938,140.76023864746094,112.68216171264649,138.42127380371093,38.19740295410156,174.0586700439453,2.447645902633667,170.4461212158203,178.87796020507812,171.2372299194336,177.702880859375,8.431838989257812,175.51028442382812,3.584933042526245,167.24008178710938,179.72445678710938,171.1094970703125,179.58779907226562,12.484375,162.371826171875,2.604983329772949,158.164306640625,165.97032165527344,158.70181274414062,165.56283111572264,7.8060150146484375,163.82106018066406,4.33361291885376,155.81825256347656,168.63710021972656,157.93921813964843,168.15412139892578,12.81884765625,28.112037658691406,8.281947135925293,12.337610244750977,35.25277328491211,14.54750747680664,34.58939208984375,22.915163040161133,16.654966354370117,12.316147804260254,1.4106982946395874,48.126014709472656,7.98632402420044,35.36445465087891,46.71531677246094,bicep_curl_01.mp4,bicep_curl,90,120
62.746212005615234,46.35722732543945,14.925548553466797,130.12535095214844,15.532073307037354,129.1495391845703,115.19979858398438,100.2356948852539,24.01675796508789,70.51883697509766,140.76023864746094,72.61645584106445,129.3656967163086,70.24140167236328,173.70933532714844,2.5754306316375732,168.74114990234375,178.87796020507812,171.5713150024414,177.702880859375,10.136810302734375,171.33384704589844,2.863950252532959,167.14102172851562,176.8318328857422,168.14969635009766,175.32331237792968,9.690811157226562,160.9289093017578,1.3942852020263672,158.164306640625,162.69473266601562,158.70181274414062,162.1667739868164,4.530426025390625,161.3512725830078,2.976450204849243,155.81825256347656,167.34963989257812,157.93921813964843,165.0787780761719,11.531387329101562,22.99116325378418,8.02428913116455,12.337610244750977,34.57150650024414,14.545077228546143,34.07597312927246,22.233896255493164,22.605974197387695,11.871569633483887,1.4106982946395874,48.126014709472656,8.574783515930177,35.8843002319336,46.71531677246094,bicep_curl_01.mp4,bicep_curl,105,135
64.27559661865234,44.11674880981445,14.925548553466797,122.5428466796875,15.532073307037354,118.86927871704101,107.61729431152344,96.75953674316406,19.508974075317383,70.51883697509766,120.81171417236328,72.61645584106445,118.57132263183594,50.292877197265625,173.57437133789062,2.6734209060668945,168.74114990234375,177.19683837890625,169.7494369506836,176.83696899414062,8.4556884765625,173.07655334472656,3.825288772583008,167.14102172851562,179.29806518554688,168.42882690429687,178.13260955810546,12.15704345703125,161.96824645996094,0.3403337299823761,160.92103576660156,162.422119140625,161.56708221435548,162.3023910522461,1.5010833740234375,163.44984436035156,1.8237566947937012,159.3415069580078,165.87396240234375,160.7231872558594,165.5806121826172,6.5324554443359375,21.74433708190918,8.818327903747559,1.150120496749878,34.30860137939453,13.880379199981691,34.051784896850585,33.15848159790039,19.018524169921875,10.528797149658203,2.9025895595550537,35.62840270996094,3.7218543529510497,32.26998023986817,32.72581481933594,bicep_curl_01.mp4,bicep_curl,120,150
98.18577575683594,26.385644912719727,66.07099151611328,150.0840301513672,66.56746673583984,144.97266998291016,84.0130386352539,118.23306274414062,38.49354934692383,65.91508483886719,176.43234252929688,71.2925811767578,165.5229263305664,110.51725769042969,155.86056518554688,3.5536587238311768,149.15225219726562,161.88897705078125,149.89903717041017,160.60339813232423,12.736724853515625,171.84678649902344,1.962920069694519,169.4788055419922,176.8209686279297,170.10458374023438,174.65892028808594,7.3421630859375,176.48800659179688,2.2360620498657227,172.28416442871094,179.716064453125,173.33487548828126,179.37492980957032,7.4319000244140625,175.92713928222656,2.1423182487487793,171.34628295898438,179.6822509765625,173.0470458984375,178.4152099609375,8.335968017578125,15.646215438842773,5.941038131713867,2.4923789501190186,25.17123794555664,8.945927381515503,22.98546371459961,22.67885971069336,33.840003967285156,12.702886581420898,15.168240547180176,51.78622817993164,16.117935752868654,50.465949630737306,36.61798858642578,bicep_curl_02.mp4,bicep_curl,0,30
